architecture,start_type,operation,language,memory_size,execution_time_ms,max_memory_usage_mb,init_duration_ms,billed_duration_ms
x86,cold,aes256_decrypt,python,512,58.62,88,0.0,59
x86,cold,aes256_decrypt,python,512,47.06,88,0.0,48
arm,cold,aes256_decrypt,python,512,447.85,87,454.31,448
arm,cold,aes256_decrypt,python,512,66.1,87,0.0,67
arm,cold,aes256_decrypt,python,512,63.26,87,0.0,64
arm,cold,aes256_decrypt,python,512,50.06,88,0.0,51
arm,cold,aes256_decrypt,python,512,60.58,88,0.0,61
arm,cold,aes256_decrypt,python,512,54.2,88,0.0,55
arm,cold,aes256_decrypt,python,512,64.27,88,0.0,65
arm,cold,aes256_decrypt,python,512,64.84,88,0.0,65
arm,cold,aes256_decrypt,python,512,60.64,88,0.0,61
arm,cold,aes256_decrypt,python,512,63.46,88,0.0,64
arm,cold,aes256_decrypt,python,512,51.37,88,0.0,52
arm,cold,aes256_decrypt,python,512,134.19,88,0.0,135
arm,cold,aes256_decrypt,python,512,65.8,88,0.0,66
arm,cold,aes256_decrypt,python,512,36.7,88,0.0,37
arm,cold,aes256_decrypt,python,512,36.14,88,0.0,37
arm,cold,aes256_decrypt,python,512,58.83,88,0.0,59
arm,cold,aes256_decrypt,python,512,38.45,88,0.0,39
arm,cold,aes256_decrypt,python,512,55.54,88,0.0,56
arm,cold,aes256_decrypt,python,512,47.5,89,0.0,48
arm,cold,aes256_decrypt,python,512,61.04,89,0.0,62
arm,cold,aes256_decrypt,python,512,60.99,89,0.0,61
arm,cold,aes256_decrypt,python,512,38.05,89,0.0,39
arm,cold,aes256_decrypt,python,512,65.08,89,0.0,66
arm,cold,aes256_decrypt,python,512,65.0,89,0.0,65
arm,cold,aes256_decrypt,python,512,36.79,89,0.0,37
arm,cold,aes256_decrypt,python,512,49.82,89,0.0,50
arm,cold,aes256_decrypt,python,512,56.26,89,0.0,57
arm,cold,aes256_decrypt,python,512,46.51,89,0.0,47
arm,cold,aes256_decrypt,python,512,59.36,89,0.0,60
arm,cold,aes256_decrypt,python,512,60.88,89,0.0,61
x86,cold,aes256_decrypt,python,1024,229.65,86,494.61,230
x86,cold,aes256_decrypt,python,1024,42.21,86,0.0,43
x86,cold,aes256_decrypt,python,1024,69.18,86,0.0,70
x86,cold,aes256_decrypt,python,1024,41.56,87,0.0,42
x86,cold,aes256_decrypt,python,1024,37.93,87,0.0,38
x86,cold,aes256_decrypt,python,1024,36.58,87,0.0,37
x86,cold,aes256_decrypt,python,1024,39.39,87,0.0,40
x86,cold,aes256_decrypt,python,1024,35.89,87,0.0,36
x86,cold,aes256_decrypt,python,1024,38.8,87,0.0,39
x86,cold,aes256_decrypt,python,1024,39.54,87,0.0,40
x86,cold,aes256_decrypt,python,1024,36.83,88,0.0,37
x86,cold,aes256_decrypt,python,1024,81.53,88,0.0,82
x86,cold,aes256_decrypt,python,1024,42.04,88,0.0,43
x86,cold,aes256_decrypt,python,1024,37.49,88,0.0,38
x86,cold,aes256_decrypt,python,1024,46.2,88,0.0,47
x86,cold,aes256_decrypt,python,1024,61.01,88,0.0,62
x86,cold,aes256_decrypt,python,1024,33.99,88,0.0,34
x86,cold,aes256_decrypt,python,1024,40.94,88,0.0,41
x86,cold,aes256_decrypt,python,1024,33.9,88,0.0,34
x86,cold,aes256_decrypt,python,1024,34.4,88,0.0,35
x86,cold,aes256_decrypt,python,1024,36.37,88,0.0,37
x86,cold,aes256_decrypt,python,1024,44.26,88,0.0,45
x86,cold,aes256_decrypt,python,1024,41.98,88,0.0,42
x86,cold,aes256_decrypt,python,1024,33.91,88,0.0,34
x86,cold,aes256_decrypt,python,1024,44.81,88,0.0,45
x86,cold,aes256_decrypt,python,1024,38.77,88,0.0,39
x86,cold,aes256_decrypt,python,1024,32.27,88,0.0,33
x86,cold,aes256_decrypt,python,1024,39.83,88,0.0,40
x86,cold,aes256_decrypt,python,1024,56.34,88,0.0,57
x86,cold,aes256_decrypt,python,1024,32.9,88,0.0,33
arm,cold,aes256_decrypt,python,1024,215.96,87,376.05,216
arm,cold,aes256_decrypt,python,1024,37.41,87,0.0,38
arm,cold,aes256_decrypt,python,1024,41.61,88,0.0,42
arm,cold,aes256_decrypt,python,1024,37.19,88,0.0,38
arm,cold,aes256_decrypt,python,1024,45.1,88,0.0,46
arm,cold,aes256_decrypt,python,1024,42.13,88,0.0,43
arm,cold,aes256_decrypt,python,1024,46.66,88,0.0,47
arm,cold,aes256_decrypt,python,1024,42.63,88,0.0,43
arm,cold,aes256_decrypt,python,1024,35.1,88,0.0,36
arm,cold,aes256_decrypt,python,1024,41.53,88,0.0,42
arm,cold,aes256_decrypt,python,1024,46.75,88,0.0,47
arm,cold,aes256_decrypt,python,1024,82.16,88,0.0,83
arm,cold,aes256_decrypt,python,1024,47.68,88,0.0,48
arm,cold,aes256_decrypt,python,1024,39.99,88,0.0,40
arm,cold,aes256_decrypt,python,1024,36.38,89,0.0,37
arm,cold,aes256_decrypt,python,1024,39.56,91,0.0,40
arm,cold,aes256_decrypt,python,1024,33.99,91,0.0,34
arm,cold,aes256_decrypt,python,1024,32.57,91,0.0,33
arm,cold,aes256_decrypt,python,1024,33.76,91,0.0,34
arm,cold,aes256_decrypt,python,1024,34.73,91,0.0,35
arm,cold,aes256_decrypt,python,1024,35.82,91,0.0,36
arm,cold,aes256_decrypt,python,1024,32.4,91,0.0,33
arm,cold,aes256_decrypt,python,1024,44.64,91,0.0,45
arm,cold,aes256_decrypt,python,1024,34.35,91,0.0,35
arm,cold,aes256_decrypt,python,1024,36.55,91,0.0,37
arm,cold,aes256_decrypt,python,1024,42.48,91,0.0,43
arm,cold,aes256_decrypt,python,1024,45.08,91,0.0,46
arm,cold,aes256_decrypt,python,1024,41.34,91,0.0,42
arm,cold,aes256_decrypt,python,1024,33.58,91,0.0,34
arm,cold,aes256_decrypt,python,1024,37.42,91,0.0,38
x86,cold,aes256_decrypt,python,1769,157.77,86,424.56,158
x86,cold,aes256_decrypt,python,1769,33.65,86,0.0,34
x86,cold,aes256_decrypt,python,1769,36.93,86,0.0,37
x86,cold,aes256_decrypt,python,1769,36.02,87,0.0,37
x86,cold,aes256_decrypt,python,1769,31.81,87,0.0,32
x86,cold,aes256_decrypt,python,1769,35.15,87,0.0,36
x86,cold,aes256_decrypt,python,1769,34.82,87,0.0,35
x86,cold,aes256_decrypt,python,1769,34.99,87,0.0,35
x86,cold,aes256_decrypt,python,1769,426.36,87,0.0,427
x86,cold,aes256_decrypt,python,1769,32.63,87,0.0,33
x86,cold,aes256_decrypt,python,1769,60.21,88,0.0,61
x86,cold,aes256_decrypt,python,1769,57.85,88,0.0,58
x86,cold,aes256_decrypt,python,1769,30.84,88,0.0,31
x86,cold,aes256_decrypt,python,1769,34.27,88,0.0,35
x86,cold,aes256_decrypt,python,1769,34.05,88,0.0,35
x86,cold,aes256_decrypt,python,1769,31.47,88,0.0,32
x86,cold,aes256_decrypt,python,1769,33.15,88,0.0,34
x86,cold,aes256_decrypt,python,1769,35.04,88,0.0,36
x86,cold,aes256_decrypt,python,1769,38.04,88,0.0,39
x86,cold,aes256_decrypt,python,1769,35.53,88,0.0,36
x86,cold,aes256_decrypt,python,1769,34.18,88,0.0,35
x86,cold,aes256_decrypt,python,1769,35.37,88,0.0,36
x86,cold,aes256_decrypt,python,1769,34.37,88,0.0,35
x86,cold,aes256_decrypt,python,1769,34.33,88,0.0,35
x86,cold,aes256_decrypt,python,1769,33.44,88,0.0,34
x86,cold,aes256_decrypt,python,1769,33.21,88,0.0,34
x86,cold,aes256_decrypt,python,1769,32.41,88,0.0,33
x86,cold,aes256_decrypt,python,1769,33.02,88,0.0,34
x86,cold,aes256_decrypt,python,1769,33.76,88,0.0,34
x86,cold,aes256_decrypt,python,1769,35.0,88,0.0,35
arm,cold,aes256_decrypt,python,1769,148.95,87,379.09,149
arm,cold,aes256_decrypt,python,1769,35.19,87,0.0,36
arm,cold,aes256_decrypt,python,1769,36.08,88,0.0,37
arm,cold,aes256_decrypt,python,1769,35.08,88,0.0,36
arm,cold,aes256_decrypt,python,1769,36.75,88,0.0,37
arm,cold,aes256_decrypt,python,1769,33.87,88,0.0,34
arm,cold,aes256_decrypt,python,1769,38.75,88,0.0,39
arm,cold,aes256_decrypt,python,1769,35.04,88,0.0,36
arm,cold,aes256_decrypt,python,1769,33.52,90,0.0,34
arm,cold,aes256_decrypt,python,1769,38.8,90,0.0,39
arm,cold,aes256_decrypt,python,1769,33.42,90,0.0,34
arm,cold,aes256_decrypt,python,1769,64.56,90,0.0,65
arm,cold,aes256_decrypt,python,1769,33.88,90,0.0,34
arm,cold,aes256_decrypt,python,1769,33.88,90,0.0,34
arm,cold,aes256_decrypt,python,1769,33.74,90,0.0,34
arm,cold,aes256_decrypt,python,1769,37.51,90,0.0,38
arm,cold,aes256_decrypt,python,1769,33.16,90,0.0,34
arm,cold,aes256_decrypt,python,1769,35.89,91,0.0,36
arm,cold,aes256_decrypt,python,1769,37.25,91,0.0,38
arm,cold,aes256_decrypt,python,1769,33.51,91,0.0,34
arm,cold,aes256_decrypt,python,1769,57.93,91,0.0,58
arm,cold,aes256_decrypt,python,1769,33.54,91,0.0,34
arm,cold,aes256_decrypt,python,1769,33.92,91,0.0,34
arm,cold,aes256_decrypt,python,1769,32.76,91,0.0,33
arm,cold,aes256_decrypt,python,1769,32.98,91,0.0,33
arm,cold,aes256_decrypt,python,1769,42.1,91,0.0,43
arm,cold,aes256_decrypt,python,1769,34.22,91,0.0,35
arm,cold,aes256_decrypt,python,1769,37.45,91,0.0,38
arm,cold,aes256_decrypt,python,1769,35.34,91,0.0,36
arm,cold,aes256_decrypt,python,1769,33.52,91,0.0,34
x86,cold,aes256_decrypt,python,3008,146.47,86,346.52,147
x86,cold,aes256_decrypt,python,3008,34.7,86,0.0,35
x86,cold,aes256_decrypt,python,3008,36.25,86,0.0,37
x86,cold,aes256_decrypt,python,3008,40.99,86,0.0,41
x86,cold,aes256_decrypt,python,3008,31.84,87,0.0,32
x86,cold,aes256_decrypt,python,3008,31.07,87,0.0,32
x86,cold,aes256_decrypt,python,3008,33.4,87,0.0,34
x86,cold,aes256_decrypt,python,3008,33.96,87,0.0,34
x86,cold,aes256_decrypt,python,3008,44.42,87,0.0,45
x86,cold,aes256_decrypt,python,3008,21.0,87,0.0,21
x86,cold,aes256_decrypt,python,3008,33.44,88,0.0,34
x86,cold,aes256_decrypt,python,3008,48.71,88,0.0,49
x86,cold,aes256_decrypt,python,3008,34.68,88,0.0,35
x86,cold,aes256_decrypt,python,3008,30.71,88,0.0,31
x86,cold,aes256_decrypt,python,3008,32.66,88,0.0,33
x86,cold,aes256_decrypt,python,3008,30.02,88,0.0,31
x86,cold,aes256_decrypt,python,3008,29.04,88,0.0,30
x86,cold,aes256_decrypt,python,3008,29.93,88,0.0,30
x86,cold,aes256_decrypt,python,3008,32.09,88,0.0,33
x86,cold,aes256_decrypt,python,3008,31.38,88,0.0,32
x86,cold,aes256_decrypt,python,3008,31.99,88,0.0,32
x86,cold,aes256_decrypt,python,3008,30.05,88,0.0,31
x86,cold,aes256_decrypt,python,3008,44.64,88,0.0,45
x86,cold,aes256_decrypt,python,3008,29.22,88,0.0,30
x86,cold,aes256_decrypt,python,3008,31.23,88,0.0,32
x86,cold,aes256_decrypt,python,3008,32.19,88,0.0,33
x86,cold,aes256_decrypt,python,3008,32.34,88,0.0,33
x86,cold,aes256_decrypt,python,3008,31.28,88,0.0,32
x86,cold,aes256_decrypt,python,3008,31.61,88,0.0,32
x86,cold,aes256_decrypt,python,3008,29.74,88,0.0,30
arm,cold,aes256_decrypt,python,3008,136.22,87,362.24,137
arm,cold,aes256_decrypt,python,3008,33.53,87,0.0,34
arm,cold,aes256_decrypt,python,3008,35.07,88,0.0,36
arm,cold,aes256_decrypt,python,3008,38.31,88,0.0,39
arm,cold,aes256_decrypt,python,3008,33.64,88,0.0,34
arm,cold,aes256_decrypt,python,3008,35.95,88,0.0,36
arm,cold,aes256_decrypt,python,3008,34.25,88,0.0,35
arm,cold,aes256_decrypt,python,3008,39.94,88,0.0,40
arm,cold,aes256_decrypt,python,3008,32.24,88,0.0,33
arm,cold,aes256_decrypt,python,3008,49.15,88,0.0,50
arm,cold,aes256_decrypt,python,3008,41.97,88,0.0,42
arm,cold,aes256_decrypt,python,3008,39.76,88,0.0,40
arm,cold,aes256_decrypt,python,3008,56.81,88,0.0,57
arm,cold,aes256_decrypt,python,3008,37.56,88,0.0,38
arm,cold,aes256_decrypt,python,3008,37.53,89,0.0,38
arm,cold,aes256_decrypt,python,3008,32.31,89,0.0,33
arm,cold,aes256_decrypt,python,3008,33.7,89,0.0,34
arm,cold,aes256_decrypt,python,3008,35.74,89,0.0,36
arm,cold,aes256_decrypt,python,3008,37.12,89,0.0,38
arm,cold,aes256_decrypt,python,3008,35.15,89,0.0,36
arm,cold,aes256_decrypt,python,3008,37.19,89,0.0,38
arm,cold,aes256_decrypt,python,3008,31.49,89,0.0,32
arm,cold,aes256_decrypt,python,3008,33.6,89,0.0,34
arm,cold,aes256_decrypt,python,3008,31.58,89,0.0,32
arm,cold,aes256_decrypt,python,3008,33.2,89,0.0,34
arm,cold,aes256_decrypt,python,3008,36.25,91,0.0,37
arm,cold,aes256_decrypt,python,3008,33.96,91,0.0,34
arm,cold,aes256_decrypt,python,3008,36.0,91,0.0,36
arm,cold,aes256_decrypt,python,3008,38.59,91,0.0,39
arm,cold,aes256_decrypt,python,3008,34.12,91,0.0,35
x86,cold,aes256_encrypt,python,128,1919.04,86,412.34,1920
x86,cold,aes256_encrypt,python,128,208.35,86,0.0,209
x86,cold,aes256_encrypt,python,128,176.54,86,0.0,177
x86,cold,aes256_encrypt,python,128,197.36,87,0.0,198
x86,cold,aes256_encrypt,python,128,200.87,87,0.0,201
x86,cold,aes256_encrypt,python,128,213.61,87,0.0,214
x86,cold,aes256_encrypt,python,128,208.55,87,0.0,209
x86,cold,aes256_encrypt,python,128,207.96,87,0.0,208
x86,cold,aes256_encrypt,python,128,185.84,87,0.0,186
x86,cold,aes256_encrypt,python,128,218.38,87,0.0,219
x86,cold,aes256_encrypt,python,128,209.11,87,0.0,210
x86,cold,aes256_encrypt,python,128,556.24,88,0.0,557
x86,cold,aes256_encrypt,python,128,190.3,88,0.0,191
x86,cold,aes256_encrypt,python,128,212.35,88,0.0,213
x86,cold,aes256_encrypt,python,128,191.69,88,0.0,192
x86,cold,aes256_encrypt,python,128,211.3,88,0.0,212
x86,cold,aes256_encrypt,python,128,204.09,88,0.0,205
x86,cold,aes256_encrypt,python,128,223.94,88,0.0,224
x86,cold,aes256_encrypt,python,128,187.32,88,0.0,188
x86,cold,aes256_encrypt,python,128,204.4,88,0.0,205
x86,cold,aes256_encrypt,python,128,199.64,88,0.0,200
x86,cold,aes256_encrypt,python,128,194.33,88,0.0,195
x86,cold,aes256_encrypt,python,128,217.17,88,0.0,218
x86,cold,aes256_encrypt,python,128,188.53,88,0.0,189
x86,cold,aes256_encrypt,python,128,220.93,88,0.0,221
x86,cold,aes256_encrypt,python,128,207.5,88,0.0,208
x86,cold,aes256_encrypt,python,128,198.59,88,0.0,199
x86,cold,aes256_encrypt,python,128,198.59,88,0.0,199
x86,cold,aes256_encrypt,python,128,213.72,88,0.0,214
x86,cold,aes256_encrypt,python,128,195.21,88,0.0,196
arm,cold,aes256_encrypt,python,128,1719.81,84,405.15,1720
arm,cold,aes256_encrypt,python,128,240.98,85,0.0,241
arm,cold,aes256_encrypt,python,128,217.43,85,0.0,218
arm,cold,aes256_encrypt,python,128,250.99,85,0.0,251
arm,cold,aes256_encrypt,python,128,217.9,85,0.0,218
arm,cold,aes256_encrypt,python,128,225.8,85,0.0,226
arm,cold,aes256_encrypt,python,128,210.11,85,0.0,211
arm,cold,aes256_encrypt,python,128,239.14,86,0.0,240
arm,cold,aes256_encrypt,python,128,218.74,86,0.0,219
arm,cold,aes256_encrypt,python,128,211.51,86,0.0,212
arm,cold,aes256_encrypt,python,128,180.69,86,0.0,181
arm,cold,aes256_encrypt,python,128,552.73,86,0.0,553
arm,cold,aes256_encrypt,python,128,206.42,86,0.0,207
arm,cold,aes256_encrypt,python,128,171.79,86,0.0,172
arm,cold,aes256_encrypt,python,128,217.67,86,0.0,218
arm,cold,aes256_encrypt,python,128,226.34,86,0.0,227
arm,cold,aes256_encrypt,python,128,238.03,86,0.0,239
arm,cold,aes256_encrypt,python,128,207.24,86,0.0,208
arm,cold,aes256_encrypt,python,128,245.38,86,0.0,246
arm,cold,aes256_encrypt,python,128,192.31,86,0.0,193
arm,cold,aes256_encrypt,python,128,290.46,86,0.0,291
arm,cold,aes256_encrypt,python,128,203.77,86,0.0,204
arm,cold,aes256_encrypt,python,128,223.97,87,0.0,224
arm,cold,aes256_encrypt,python,128,237.07,87,0.0,238
arm,cold,aes256_encrypt,python,128,218.6,87,0.0,219
arm,cold,aes256_encrypt,python,128,245.01,87,0.0,246
arm,cold,aes256_encrypt,python,128,217.85,87,0.0,218
arm,cold,aes256_encrypt,python,128,204.54,87,0.0,205
arm,cold,aes256_encrypt,python,128,213.24,87,0.0,214
arm,cold,aes256_encrypt,python,128,210.39,87,0.0,211
x86,cold,aes256_encrypt,python,512,424.53,86,410.09,425
x86,cold,aes256_encrypt,python,512,53.2,86,0.0,54
x86,cold,aes256_encrypt,python,512,56.42,86,0.0,57
x86,cold,aes256_encrypt,python,512,64.86,87,0.0,65
x86,cold,aes256_encrypt,python,512,60.58,87,0.0,61
x86,cold,aes256_encrypt,python,512,59.68,87,0.0,60
x86,cold,aes256_encrypt,python,512,56.97,87,0.0,57
x86,cold,aes256_encrypt,python,512,52.44,87,0.0,53
x86,cold,aes256_encrypt,python,512,59.15,87,0.0,60
x86,cold,aes256_encrypt,python,512,51.09,87,0.0,52
x86,cold,aes256_encrypt,python,512,59.15,88,0.0,60
x86,cold,aes256_encrypt,python,512,128.96,88,0.0,129
x86,cold,aes256_encrypt,python,512,65.1,88,0.0,66
x86,cold,aes256_encrypt,python,512,66.06,88,0.0,67
x86,cold,aes256_encrypt,python,512,60.86,88,0.0,61
x86,cold,aes256_encrypt,python,512,38.07,88,0.0,39
x86,cold,aes256_encrypt,python,512,56.06,88,0.0,57
x86,cold,aes256_encrypt,python,512,51.2,88,0.0,52
x86,cold,aes256_encrypt,python,512,48.3,88,0.0,49
x86,cold,aes256_encrypt,python,512,48.14,88,0.0,49
x86,cold,aes256_encrypt,python,512,54.84,88,0.0,55
x86,cold,aes256_encrypt,python,512,43.2,88,0.0,44
x86,cold,aes256_encrypt,python,512,37.31,88,0.0,38
x86,cold,aes256_encrypt,python,512,58.67,88,0.0,59
x86,cold,aes256_encrypt,python,512,48.63,88,0.0,49
x86,cold,aes256_encrypt,python,512,46.87,88,0.0,47
x86,cold,aes256_encrypt,python,512,35.56,88,0.0,36
x86,cold,aes256_encrypt,python,512,47.87,88,0.0,48
x86,cold,aes256_encrypt,python,512,38.12,88,0.0,39
x86,cold,aes256_encrypt,python,512,57.1,88,0.0,58
arm,cold,aes256_encrypt,python,512,399.12,85,397.68,400
arm,cold,aes256_encrypt,python,512,67.54,86,0.0,68
arm,cold,aes256_encrypt,python,512,53.37,86,0.0,54
arm,cold,aes256_encrypt,python,512,48.46,86,0.0,49
arm,cold,aes256_encrypt,python,512,48.24,88,0.0,49
arm,cold,aes256_encrypt,python,512,55.49,88,0.0,56
arm,cold,aes256_encrypt,python,512,53.33,88,0.0,54
arm,cold,aes256_encrypt,python,512,61.38,88,0.0,62
arm,cold,aes256_encrypt,python,512,48.3,88,0.0,49
arm,cold,aes256_encrypt,python,512,63.58,88,0.0,64
arm,cold,aes256_encrypt,python,512,49.13,88,0.0,50
arm,cold,aes256_encrypt,python,512,143.04,88,0.0,144
arm,cold,aes256_encrypt,python,512,63.88,88,0.0,64
arm,cold,aes256_encrypt,python,512,66.54,88,0.0,67
arm,cold,aes256_encrypt,python,512,46.85,89,0.0,47
arm,cold,aes256_encrypt,python,512,46.13,89,0.0,47
arm,cold,aes256_encrypt,python,512,51.55,89,0.0,52
arm,cold,aes256_encrypt,python,512,48.06,89,0.0,49
arm,cold,aes256_encrypt,python,512,35.82,89,0.0,36
arm,cold,aes256_encrypt,python,512,36.46,89,0.0,37
arm,cold,aes256_encrypt,python,512,61.97,89,0.0,62
arm,cold,aes256_encrypt,python,512,53.37,89,0.0,54
arm,cold,aes256_encrypt,python,512,48.23,89,0.0,49
arm,cold,aes256_encrypt,python,512,69.66,89,0.0,70
arm,cold,aes256_encrypt,python,512,50.05,89,0.0,51
arm,cold,aes256_encrypt,python,512,63.41,89,0.0,64
arm,cold,aes256_encrypt,python,512,51.22,89,0.0,52
arm,cold,aes256_encrypt,python,512,50.06,89,0.0,51
arm,cold,aes256_encrypt,python,512,48.23,89,0.0,49
arm,cold,aes256_encrypt,python,512,62.76,89,0.0,63
x86,cold,aes256_encrypt,python,1024,233.02,86,406.15,234
x86,cold,aes256_encrypt,python,1024,38.34,86,0.0,39
x86,cold,aes256_encrypt,python,1024,32.75,87,0.0,33
x86,cold,aes256_encrypt,python,1024,33.95,87,0.0,34
x86,cold,aes256_encrypt,python,1024,34.22,87,0.0,35
x86,cold,aes256_encrypt,python,1024,35.05,87,0.0,36
x86,cold,aes256_encrypt,python,1024,36.66,87,0.0,37
x86,cold,aes256_encrypt,python,1024,23.35,87,0.0,24
x86,cold,aes256_encrypt,python,1024,32.03,87,0.0,33
x86,cold,aes256_encrypt,python,1024,34.15,88,0.0,35
x86,cold,aes256_encrypt,python,1024,44.3,88,0.0,45
x86,cold,aes256_encrypt,python,1024,73.52,88,0.0,74
x86,cold,aes256_encrypt,python,1024,33.05,88,0.0,34
x86,cold,aes256_encrypt,python,1024,33.4,88,0.0,34
x86,cold,aes256_encrypt,python,1024,63.65,88,0.0,64
x86,cold,aes256_encrypt,python,1024,34.93,88,0.0,35
x86,cold,aes256_encrypt,python,1024,33.97,88,0.0,34
x86,cold,aes256_encrypt,python,1024,35.32,88,0.0,36
x86,cold,aes256_encrypt,python,1024,35.46,88,0.0,36
x86,cold,aes256_encrypt,python,1024,32.27,88,0.0,33
x86,cold,aes256_encrypt,python,1024,31.47,88,0.0,32
